name,price,product_url,image_url,category,subcategory,brand,size,canonical_brand
Meat Lovers Family Pizza 500g,$4.49,https://www.aldi.com.au/products/international-cuisine-meat-lovers-family-pizza-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/a1b0bce6-f27d-4a23-a367-0a800e97dfa4/international-cuisine-meat-lovers-family-pizza-500g,Freezer,Frozen Pizzas,INTERNATIONAL CUISINE,500g,INTERNATIONAL CUISINE
Utopia Vanilla 4 Pack 428ml,$5.99,https://www.aldi.com.au/products/monarc-utopia-vanilla-4-pack-428ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/331cf9a9-b7a5-4005-b538-ac80889f2c8b/monarc-utopia-vanilla-4-pack-428ml,Freezer,Ice Cream Snacks,MONARC,428ml,MONARC
Utopia Almond 4 Pack 428ml,$5.99,https://www.aldi.com.au/products/monarc-utopia-almond-4-pack-428ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/16c973b2-b553-4f1c-bba1-116b6abef421/monarc-utopia-almond-4-pack-428ml,Freezer,Ice Cream Snacks,MONARC,428ml,MONARC
Mini Frozen Yogurt Sticks 14 Pack 504g,$4.99,https://www.aldi.com.au/products/milfina-mini-frozen-yogurt-sticks-14-pack-504g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/1a23bc3a-0389-4d98-88a1-84b0f22ddc9c/milfina-mini-frozen-yogurt-sticks-14-pack-504g,Freezer,Ice Cream Snacks,MILFINA,504g,MILFINA
Meat Pies 6 Pack 900g,$5.49,https://www.aldi.com.au/products/elmsbury-meat-pies-6-pack-900g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/52c21a57-c0cd-4a3c-b38f-346eb31a61d6/elmsbury-meat-pies-6-pack-900g,Freezer,Frozen Ready Meals,ELMSBURY,900g,ELMSBURY
Angus Beef Potato Pies 2 Pack 440g,$4.99,https://www.aldi.com.au/products/elmsbury-angus-beef-potato-pies-2-pack-440g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/96991b65-d593-499a-a1b2-367393203ba5/elmsbury-angus-beef-potato-pies-2-pack-440g,Freezer,Frozen Ready Meals,ELMSBURY,440g,ELMSBURY
Potato Jewels 1kg,$4.99,https://www.aldi.com.au/products/seasons-pride-potato-jewels-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/06750fd8-c310-4f76-9105-868f0796223d/seasons-pride-potato-jewels-1kg,Freezer,Chips & Wedges,SEASONS PRIDE,1kg,SEASONS PRIDE
Baby Peas 1kg,$4.39,https://www.aldi.com.au/products/market-fare-baby-peas-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/9aa1bc50-32c1-47cb-85fc-3c704c504f2f/market-fare-baby-peas-1kg,Freezer,Frozen Fruit & Vegetables,MARKET FARE,1kg,MARKET FARE
Salmon Wellington 2 Pack 280g,$7.99,https://www.aldi.com.au/products/ocean-royale-salmon-wellington-2-pack-280g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/9f98b878-a447-4ec8-bc74-5174fc4d199b/ocean-royale-salmon-wellington-2-pack-280g,Freezer,Frozen Meat & Seafood,OCEAN ROYALE,0.28kg,OCEAN ROYALE
Vanilla Reduced Fat Ice Cream 4L,$6.99,https://www.aldi.com.au/products/milfina-vanilla-reduced-fat-ice-cream-4l,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ebd9352e-f481-436e-8f29-0ca1a75b6759/milfina-vanilla-reduced-fat-ice-cream-4l,Freezer,Ice Cream Tubs,MILFINA,4000ml,MILFINA
